blikvanger.enabled,object_type_specifications.appartment.type,publish_date,location.lat,location.lon,floor_area,plot_area,exterior_space.type,exterior_space.garden_orientation,number_of_rooms,number_of_bedrooms,address.municipality,address.neighbourhood,address.wijk,address.street_name,price.selling_price,price.selling_price_condition,construction_type,construction_period,surrounding,garage.type,energy_label,amenities,accessibility,object_type_specifications.house.type,object_type_specifications.house.orientation,exterior_space.garden_size,garage.total_capacity,blikvanger.text,project.url,offering_type,object_type,address.province
False,,2024-04-03T17:08:03.5630000,51.83383941650391,5.011820793151856,[168],[301],['garden'],[],5.0,3.0,Gorinchem,Hoog Dalem,Wijk 13 Hoog Dalem,Twee-onder-één-kapwoning - 6000 | bnr. 543,[650000],vrij_op_naam,newly_built,after_2020,"['overlooking_park', 'on_quiet_road', 'in_residential_district']",[],A+++,['renewable_energy'],[],single_family,double,,,,/detail/koop/gorinchem/huis-twee-onder-een-kapwoning-6000-bnr-543-0-ong/43430374/,['buy'],house,Zuid-Holland
False,,2024-04-03T17:23:06.6700000,51.83405685424805,5.012786388397217,[164],[291],['garden'],[],5.0,3.0,Gorinchem,Hoog Dalem,Wijk 13 Hoog Dalem,Geschakelde 2-onder-1-kapwoning | bnr. 559,[580000],vrij_op_naam,newly_built,after_2020,"['on_quiet_road', 'in_residential_district']",[],A+++,['renewable_energy'],[],single_family,link_double,,,,/detail/koop/gorinchem/huis-geschakelde-2-onder-1-kapwoning-bnr-559-0-ong/43430373/,['buy'],house,Zuid-Holland
False,,2024-04-03T16:42:55.0900000,51.833763122558594,5.012528896331787,[168],[302],['garden'],[],5.0,3.0,Gorinchem,Hoog Dalem,Wijk 13 Hoog Dalem,Twee-onder-één-kapwoning - 6000 | bnr. 538,[650000],vrij_op_naam,newly_built,after_2020,"['overlooking_park', 'on_quiet_road', 'in_residential_district']",[],A+++,['renewable_energy'],[],single_family,double,,,,/detail/koop/gorinchem/huis-twee-onder-een-kapwoning-6000-bnr-538-0-ong/43430362/,['buy'],house,Zuid-Holland
False,flat_with_porch,2024-04-02T17:45:03.0170000,51.936256408691406,4.5426130294799805,[150],[0],['balcony'],[],3.0,2.0,Rotterdam,Prinsenland,Prins Alexander,Marie van Eijsden-Vinkstraat,[725000],kosten_koper,resale,from_1991_to_2000,"['on_quiet_road', 'in_residential_district', 'unobstructed_view']","['lock_up', 'all_garages']",B,['central_heating_boiler'],"['lift', 'single_storey']",,,,1.0,,,['buy'],apartment,Zuid-Holland
False,upper_floor,2024-03-15T00:00:02.4270000,52.047481536865234,4.342094421386719,[98],[0],['balcony'],[],5.0,3.0,Rijswijk,Bomenbuurt,Wijk 02,Lijsterbeslaan,[400000],kosten_koper,resale,from_1931_to_1944,['in_residential_district'],[],D,['central_heating_boiler'],[],,,,,,,['buy'],apartment,Zuid-Holland
False,,2023-11-14T20:15:02.0800000,51.88569641113281,4.555892467498779,[119],[150],['garden'],[],6.0,4.0,Rotterdam,Groot IJsselmonde,IJsselmonde,Middenhagen,[340000],kosten_koper,resale,from_1960_to_1970,['in_residential_district'],[],C,['central_heating_boiler'],[],single_family,terraced,36.0,,,,['buy'],house,Zuid-Holland
False,,2023-06-24T00:00:08.4670000,51.8812255859375,5.524348258972168,[298],[978],['garden'],[],7.0,4.0,West Maas en Waal,Kern Beneden-Leeuwen,Wijk 04 Beneden-Leeuwen,het Ambacht,[825000],kosten_koper,resale,from_2001_to_2010,['on_quiet_road'],"['built_in', 'all_garages']",A,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,detached,,2.0,,,['buy'],house,Gelderland
False,,2023-06-02T21:30:02.1530000,52.044681549072266,4.4879536628723145,[175],[635],['garden'],[],6.0,4.0,Zoetermeer,Rokkeveen-West,Rokkeveen,Tweede Stationsstraat,[775000],kosten_koper,resale,from_1945_to_1959,"['on_quiet_road', 'sheltered_position', 'in_residential_district']","['carport', 'all_garages']",D,"['bathtub', 'central_heating_boiler', 'fireplace']",[],villa,detached,,,,,['buy'],house,Zuid-Holland
False,,2023-05-09T12:45:03.2230000,52.00321960449219,4.158139705657959,[103],[124],['garden'],['west'],5.0,4.0,Westland,centrumgebied 's-Gravenzande,Wijk 04 's-Gravenzande,Diepenbrocklaan,[450000],kosten_koper,resale,from_1981_to_1990,"['in_residential_district', 'unobstructed_view']",[],B,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,48.0,,,,['buy'],house,Zuid-Holland
False,,2024-01-25T16:50:19.2830000,51.89311599731445,5.072333335876465,[160],[336],['garden'],[],5.0,4.0,Vijfheerenlanden,Staatsliedenbuurt,Leerdam-West,Lentebloem | Vrijstaande woning bnr. 1,[769900],vrij_op_naam,newly_built,after_2020,"['on_quiet_road', 'by_water', 'in_residential_district', 'unobstructed_view']","['lean_to', 'all_garages']",A++++,['renewable_energy'],[],villa,detached,,1.0,,,['buy'],house,Utrecht
False,,2023-05-23T18:56:13.0600000,51.89328002929688,5.07294511795044,[169],[379],['garden'],[],5.0,4.0,Vijfheerenlanden,Staatsliedenbuurt,Leerdam-West,Vrijstaande woning Special l bnr. 6,[849900],vrij_op_naam,newly_built,after_2020,"['on_quiet_road', 'by_water', 'in_residential_district', 'unobstructed_view']","['lean_to', 'all_garages']",A++++,['renewable_energy'],[],villa,detached,,1.0,,/detail/koop/leerdam/huis-vrijstaande-woning-special-l-bnr-6-0-ong/42114382/,['buy'],house,Utrecht
False,,2024-10-29T20:15:01.8300000,51.86734771728516,4.662113666534424,[96],[284],['garden'],"['north', 'west']",5.0,4.0,Alblasserdam,Drentsebuurt,Wijk 03 Blokweer,Prins Bernhardstraat,[365000],kosten_koper,resale,from_1945_to_1959,"['in_center', 'in_residential_district']",[],G,['central_heating_boiler'],[],single_family,double,130.0,,,,['buy'],house,Zuid-Holland
True,,2024-10-22T10:11:52.4930000,51.85221099853516,4.5307207107543945,[117],[216],['garden'],['south'],6.0,4.0,Barendrecht,Molenvliet 2,Wijk 08 Molenvliet,Grondmolen,[625000],kosten_koper,resale,from_1981_to_1990,"['sheltered_position', 'in_center', 'in_residential_district']","['garage_possible', 'all_garages']",C,"['bathtub', 'central_heating_boiler']",[],single_family,link_double,83.0,,"Moderne, luxe 2/1 kapwoning met parkeergelegenheid en tuin op Zuiden!",,['buy'],house,Zuid-Holland
False,,2024-10-21T15:15:04.7570000,52.00544738769531,5.078278064727783,[111],[131],['garden'],"['south', 'east']",5.0,4.0,Nieuwegein,Hoogzandveld-West,Hoogzandveld,Anemoonstraat,[420000],kosten_koper,resale,from_1971_to_1980,"['overlooking_park', 'on_quiet_road', 'by_water', 'in_residential_district', 'open_position', 'unobstructed_view']",[],B,"['bathtub', 'central_heating_boiler', 'fixer_upper']",[],single_family,terraced,51.0,,,,['buy'],house,Utrecht
False,,2024-10-10T15:07:28.7670000,52.00020599365234,5.45471715927124,[424],[957],['garden'],"['south', 'west']",8.0,7.0,Utrechtse Heuvelrug,Amerongen-Dorp,Amerongen,Burgemeester van den Boschstraat,[1500000],kosten_koper,resale,before_1906,"['on_quiet_road', 'in_green_area', 'in_center']","['parking_space', 'all_garages']",unknown,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],former_farm,detached,551.0,,,,['buy'],house,Utrecht
False,,2024-10-10T16:17:28.0270000,51.87027359008789,4.641520023345947,[104],[139],['garden'],"['north', 'east']",4.0,3.0,Alblasserdam,Rivierenbuurt,Wijk 02 Kinderdijk,W.B. van der Veldenstraat,[375000],kosten_koper,resale,from_1945_to_1959,"['on_quiet_road', 'in_residential_district']",[],unknown,['central_heating_boiler'],[],single_family,terraced,45.0,,,,['buy'],house,Zuid-Holland
False,,2024-10-09T12:30:01.8170000,51.934181213378906,4.381452560424805,[98],[142],['garden'],['west'],4.0,3.0,Schiedam,Zwaluwbuurt,Wijk 05 Kethel,Kievitslaan,[400000],kosten_koper,resale,from_1945_to_1959,['in_residential_district'],[],C,"['central_heating_boiler', 'renewable_energy']",[],single_family,terraced,42.0,,,,['buy'],house,Zuid-Holland
False,,2024-10-04T18:02:00,52.004661560058594,4.485596656799316,[113],[85],['garden'],['south'],5.0,4.0,Lansingerland,Sterrenbuurt,Wijk 22 Noordpolder,Pollux,[435000],kosten_koper,resale,from_1971_to_1980,['in_residential_district'],[],A,"['central_heating_boiler', 'renewable_energy']",[],single_family,terraced,42.0,,,,['buy'],house,Zuid-Holland
False,,2024-10-01T02:45:02.9030000,51.88833618164063,4.555169105529785,[92],[150],['garden'],['south'],4.0,3.0,Rotterdam,Groot IJsselmonde,IJsselmonde,Wanninkhagen,[290000],kosten_koper,resale,from_1960_to_1970,"['in_residential_district', 'open_position']",[],C,"['central_heating_boiler', 'fixer_upper']",[],single_family,terraced,45.0,,,,['buy'],house,Zuid-Holland
False,,2024-09-21T00:00:02.7970000,52.00089645385742,4.443808078765869,[147],[137],['garden'],[],5.0,4.0,Pijnacker-Nootdorp,Keijzershof Boszoom,Pijnacker,Krekelzoom,[695000],kosten_koper,resale,from_2011_to_2020,"['on_quiet_road', 'in_residential_district']",[],A,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],town_house,end_of_terrace,40.0,,,,['buy'],house,Zuid-Holland
False,,2024-09-17T02:45:02.2470000,51.8353385925293,4.348208427429199,[119],[121],['garden'],[],5.0,4.0,Nissewaard,Snoekenveen,Waterland,Snoekenveen,[275000],kosten_koper,resale,from_1971_to_1980,['in_residential_district'],[],C,"['central_heating_boiler', 'fixer_upper']",[],single_family,terraced,40.0,,,,['buy'],house,Zuid-Holland
False,,2024-09-07T00:00:09.5670000,52.0023193359375,4.4391961097717285,[181],[231],['garden'],"['south', 'east']",8.0,5.0,Pijnacker-Nootdorp,Keijzershof Boszoom,Pijnacker,Gruttoweide,[935000],kosten_koper,resale,from_2011_to_2020,"['in_residential_district', 'unobstructed_view']","['parking_space', 'all_garages']",A,['central_heating_boiler'],[],single_family,double,95.0,,,,['buy'],house,Zuid-Holland
False,,2024-06-18T15:30:03.6870000,51.94621276855469,4.466649532318115,[172],[180],"['garden', 'terrace']",[],5.0,4.0,Rotterdam,Hillegersberg Zuid,Hillegersberg-Schiebroek,Diamantweg,[789000],kosten_koper,resale,from_1906_to_1930,"['on_quiet_road', 'in_residential_district']",[],A,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,terraced,,,,,['buy'],house,Zuid-Holland
False,,2024-05-01T20:45:02.1470000,51.88482666015625,4.543918609619141,[79],[78],['garden'],"['south', 'west']",5.0,3.0,Rotterdam,Groot IJsselmonde,IJsselmonde,Zuider Kerkedijk,[295000],kosten_koper,resale,from_1945_to_1959,['in_residential_district'],[],E,['central_heating_boiler'],[],single_family,terraced,134.0,,,,['buy'],house,Zuid-Holland
False,,2024-02-05T16:45:02.9400000,51.99586868286133,4.186069488525391,[169],[186],"['garden', 'balcony', 'terrace']",[],4.0,3.0,Westland,Het Nieuwe water,Wijk 04 's-Gravenzande,Poelkade,[797850],vrij_op_naam,newly_built,after_2020,['by_water'],"['lean_to', 'all_garages']",A++,['renewable_energy'],[],single_family,link_double,,1.0,,/detail/koop/s-gravenzande/huis-poelkade-32-b/43479325/,['buy'],house,Zuid-Holland
False,,2024-02-05T16:45:02.9400000,51.99542236328125,4.186514377593994,[169],[253],"['garden', 'balcony', 'terrace']",[],4.0,3.0,Westland,Het Nieuwe water,Wijk 04 's-Gravenzande,Poelkade,[815000],vrij_op_naam,newly_built,after_2020,['by_water'],"['lean_to', 'all_garages']",A++,['renewable_energy'],[],single_family,link_double,,1.0,,/detail/koop/s-gravenzande/huis-poelkade-34-d/43479324/,['buy'],house,Zuid-Holland
False,,2023-07-03T22:07:32.0270000,51.82383728027344,4.752655982971191,[108],[107],['garden'],['south'],5.0,3.0,Sliedrecht,Baanhoek-Oost,Wijk 01 Sliedrecht-West,Baanhoek,[339500],kosten_koper,resale,from_1906_to_1930,"['by_water', 'unobstructed_view']",[],unknown,"['bathtub', 'central_heating_boiler']",[],single_family,double,60.0,,,,['buy'],house,Zuid-Holland
False,ground_floor,2024-10-17T10:34:00,51.80797576904297,4.682107448577881,[81],[0],['garden'],"['north', 'east']",3.0,2.0,Dordrecht,Indische Buurt-Noord,Wijk 05 Het Reeland,Reeweg Oost,[295000],kosten_koper,resale,from_1931_to_1944,"['on_quiet_road', 'in_residential_district']",[],C,['central_heating_boiler'],"['ground_floor', 'single_storey']",,,76.0,,,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-10-11T01:15:02.6470000,52.04642105102539,4.27808141708374,[97],[0],['balcony'],[],4.0,3.0,Den Haag,Morgenstond-West,Wijk 34 Morgenstond,Grevenbergstraat,[350000],kosten_koper,resale,from_2001_to_2010,[],[],B,[],"['accessible_for_the_disabled', 'accessible_for_the_elderly', 'lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
False,penthouse,2024-09-27T14:17:19.8900000,52.04585647583008,4.949105739593506,[72],[0],['terrace'],['south'],3.0,2.0,Montfoort,Montfoort,Wijk 00,Peperstraat,[335000],kosten_koper,resale,from_2011_to_2020,"['in_center', 'open_position', 'unobstructed_view']",[],B,['central_heating_boiler'],['single_storey'],,,2.0,,,,['buy'],apartment,Utrecht
False,duplex,2024-09-26T17:02:06.2730000,52.008548736572266,4.714649200439453,[63],[0],['garden'],"['south', 'west']",2.0,1.0,Gouda,De Baan e.o.,Binnenstad,Tuinstraat,[265000],kosten_koper,resale,from_1931_to_1944,['in_center'],[],unknown,['central_heating_boiler'],[],,,,,,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-09-26T16:20:44.6500000,51.823036193847656,4.423224449157715,[107],[0],['terrace'],['south'],3.0,2.0,Hoeksche Waard,Oud-Beijerland Croonenburghwijk,Oud-Beijerland,Dokter Van Dongenkade,[525000],kosten_koper,resale,from_2001_to_2010,[],[],A,['central_heating_boiler'],"['accessible_for_the_disabled', 'accessible_for_the_elderly', 'lift', 'single_storey']",,,41.0,,,,['buy'],apartment,Zuid-Holland
False,upper_floor,2024-09-24T19:30:02.3530000,52.05105209350586,4.313083171844482,[86],[0],[],[],3.0,2.0,Den Haag,Spoorwijk,Wijk 38 Laakkwartier en Spoorwijk,Alberdingk Thijmstraat,[235000],kosten_koper,resale,from_1906_to_1930,['in_residential_district'],[],C,['central_heating_boiler'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-08-09T00:00:02.7100000,52.00335693359375,4.162276268005371,[73],[0],[],[],3.0,2.0,Westland,centrumgebied 's-Gravenzande,Wijk 04 's-Gravenzande,Marktplein,[393000],kosten_koper,resale,from_1991_to_2000,"['in_center', 'unobstructed_view']",[],A,['central_heating_boiler'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,upper_floor,2024-08-01T18:45:02.4400000,51.92667770385742,4.543177127838135,[92],[0],['terrace'],[],3.0,2.0,Rotterdam,'s-Gravenland,Prins Alexander,Jacques Dutilhweg,[375000],kosten_koper,resale,from_1991_to_2000,['in_residential_district'],[],unknown,['central_heating_boiler'],"['lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
False,with_external_access,2024-06-22T00:00:02.2800000,51.8680305480957,4.599563121795654,[61],[0],['balcony'],[],3.0,2.0,Ridderkerk,Centrum,Centrum,Geerlaan,[275000],kosten_koper,resale,from_1960_to_1970,['in_center'],[],B,['renewable_energy'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-06-18T00:00:03.5600000,52.037879943847656,5.090941905975342,[52],[0],['garden'],[],2.0,1.0,Nieuwegein,Jutphaas,Jutphaas Wijkersloot,Nedereindseweg,[354000],vrij_op_naam,resale,after_2020,['in_center'],[],A+++,['renewable_energy'],['single_storey'],,,,,,,['buy'],apartment,Utrecht
False,flat_with_porch,2024-06-18T00:00:03.5600000,52.037879943847656,5.091220378875732,[57],[0],['garden'],[],2.0,1.0,Nieuwegein,Jutphaas,Jutphaas Wijkersloot,Nedereindseweg,[379000],vrij_op_naam,resale,after_2020,['in_center'],[],A+++,['renewable_energy'],['single_storey'],,,,,,,['buy'],apartment,Utrecht
False,maisonnette,2024-04-24T19:30:02.0530000,51.87919616699219,4.600380420684815,[138],[0],['balcony'],[],4.0,3.0,Ridderkerk,Slikkerveer,Slikkerveer,Kievitsweg 78c | bnr. 10,[529000],vrij_op_naam,newly_built,after_2020,"['on_quiet_road', 'in_residential_district']","['parking_space', 'all_garages']",A,['renewable_energy'],[],,,,,,/detail/koop/ridderkerk/appartement-kievitsweg-78c-bnr-10-0-ong/43575352/,['buy'],apartment,Zuid-Holland
False,with_external_access,2024-01-27T00:00:05.1800000,51.86796951293945,4.599466800689697,[55],[0],['balcony'],[],2.0,1.0,Ridderkerk,Centrum,Centrum,Geerlaan,[259000],kosten_koper,resale,from_1960_to_1970,['in_center'],[],A,['renewable_energy'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,upper_floor,2024-01-16T11:36:03.1870000,51.90713882446289,4.351592063903809,[211],[0],['terrace'],[],7.0,2.0,Vlaardingen,Oostbuurt,Oostwijk,Oosterstraat,[369000],kosten_koper,resale,before_1906,['in_residential_district'],[],F,"['bathtub', 'central_heating_boiler']",[],,,,,,,['buy'],apartment,Zuid-Holland
False,with_external_access,2024-01-04T00:00:02.5700000,51.86783599853516,4.599417209625244,[50],[0],['balcony'],[],2.0,1.0,Ridderkerk,Centrum,Centrum,Geerlaan,[249950],kosten_koper,resale,from_1960_to_1970,['in_center'],[],A,['renewable_energy'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,with_external_access,2024-10-31T15:30:02.7430000,51.82240676879883,4.134257316589356,[44],[0],['balcony'],[],1.0,0.0,Voorne aan Zee,Kanaalzicht,De Struyten,Stationsplein,[279000],kosten_koper,resale,after_2020,"['on_quiet_road', 'on_navigable_waterway', 'by_water', 'in_residential_district', 'unobstructed_view']",[],A++,['renewable_energy'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-09-04T19:30:02.4930000,51.89299011230469,5.073130130767822,[164],[281],['garden'],"['south', 'west']",5.0,3.0,Vijfheerenlanden,Broekgraaf-Noord,Leerdam-West,Lentebloem | Twee-onder-één-kap bnr. 8,[694900],vrij_op_naam,newly_built,after_2020,"['on_quiet_road', 'by_water', 'in_residential_district', 'unobstructed_view']","['lean_to', 'all_garages']",A++++,['renewable_energy'],[],single_family,double,135.0,1.0,,,['buy'],house,Utrecht
False,,2024-01-25T16:50:35.5200000,51.89316940307617,5.072880744934082,[169],[379],['garden'],[],5.0,4.0,Vijfheerenlanden,Staatsliedenbuurt,Leerdam-West,Lentebloem | Vrijstaande woning bnr. 6,[849900],vrij_op_naam,newly_built,after_2020,"['on_quiet_road', 'by_water', 'in_residential_district', 'unobstructed_view']","['detached', 'all_garages']",A++++,['renewable_energy'],[],villa,detached,,1.0,,,['buy'],house,Utrecht
False,,2024-10-11T14:45:02.9300000,52.032135009765625,5.099514007568359,[196],[226],['garden'],[],5.0,3.0,Nieuwegein,Rijnhuizen,Rijnhuizen,Haven hoekwoning,[880000],vrij_op_naam,newly_built,after_2020,"['on_quiet_road', 'on_navigable_waterway', 'by_water', 'in_residential_district', 'open_position']",[],A+++,['renewable_energy'],[],single_family,corner,,,,/detail/koop/nieuwegein/huis-haven-hoekwoning-0-ong/43760101/,['buy'],house,Utrecht
False,,2024-09-26T16:15:02.4370000,52.02193832397461,4.335847854614258,[137],[129],['garden'],"['north', 'east']",5.0,4.0,Rijswijk,Haantje,Wijk 10,Zilveren Maanstraat,[625000],vrij_op_naam,newly_built,after_2020,"['by_water', 'in_residential_district', 'unobstructed_view']",[],A++++,['renewable_energy'],[],single_family,terraced,59.0,,,,['buy'],house,Zuid-Holland
False,,2024-09-26T03:00:03.3000000,51.867454528808594,4.370010852813721,[113],[106],['garden'],[],4.0,2.0,Rotterdam,Hoogvliet Noord,Hoogvliet,Platte Driedijk,[340000],kosten_koper,resale,from_1991_to_2000,[],[],A,['central_heating_boiler'],[],single_family,terraced,50.0,,,,['buy'],house,Zuid-Holland
False,,2024-09-10T02:45:02.8600000,51.82992172241211,4.319782733917236,[108],[133],['garden'],[],5.0,4.0,Nissewaard,Vriesland,Vriesland,Zwenkgras,[285000],kosten_koper,resale,from_1981_to_1990,[],[],C,['central_heating_boiler'],[],single_family,end_of_terrace,40.0,,,,['buy'],house,Zuid-Holland
False,,2024-06-07T15:01:00,51.9139404296875,4.578661918640137,[162],[130],['garden'],[],5.0,4.0,Krimpen aan den IJssel,Oud Krimpen,Wijk 00 Krimpen aan den IJssel,Fontijnehof,[494500],kosten_koper,resale,from_2001_to_2010,"['on_quiet_road', 'in_residential_district']",[],unknown,"['central_heating_boiler', 'renewable_energy']",[],single_family,corner,29.0,,,,['buy'],house,Zuid-Holland
False,,2024-04-25T00:00:01.7430000,52.0266227722168,5.162402153015137,[103],[0],['garden'],[],5.0,3.0,Houten,Oude Dorp,Houten Noord-West,Hofwoning 3,[665000],vrij_op_naam,newly_built,after_2020,['in_center'],[],A++++,['renewable_energy'],[],single_family,end_of_terrace,,,,/detail/koop/houten/huis-hofwoning-3-0-ong/43575271/,['buy'],house,Utrecht
False,,2024-04-25T00:00:01.7430000,52.0266227722168,5.162402153015137,[103],[0],['garden'],[],5.0,3.0,Houten,Oude Dorp,Houten Noord-West,Hofwoning 1,[655000],vrij_op_naam,newly_built,after_2020,['in_center'],[],A++++,['renewable_energy'],[],single_family,corner,,,,/detail/koop/houten/huis-hofwoning-1-0-ong/43575270/,['buy'],house,Utrecht
False,,2024-03-27T17:10:47.9200000,51.95753860473633,5.223622798919678,[120],[266],['terrace'],[],6.0,4.0,Culemborg,Binnenstad,Culemborg Oost,Herenstraat,[545000],kosten_koper,resale,before_1906,['in_center'],"['built_in', 'all_garages']",G,[],[],single_family,terraced,,10.0,,,['buy'],house,Gelderland
False,upper_floor,2024-10-16T11:36:00,51.9057731628418,4.245449066162109,[71],[0],[],[],4.0,3.0,Rotterdam,Rozenburg,Rozenburg,Julianastraat,[265000],kosten_koper,resale,from_1945_to_1959,[],[],E,['central_heating_boiler'],[],,,,,,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-10-10T00:00:02.0130000,51.829349517822266,4.7068867683410645,[88],[0],['balcony'],[],4.0,3.0,Papendrecht,De Kooy,De Kooy-Oosteind,Zernikelaan,[265000],kosten_koper,resale,from_1971_to_1980,"['in_residential_district', 'unobstructed_view']",[],A,[],"['lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
False,with_external_access,2024-09-27T18:45:02.3500000,52.04417419433594,4.261375427246094,[72],[0],[],[],3.0,2.0,Den Haag,"Venen, Oorden en Raden",Wijk 33 Bouwlust en Vrederust,Wolvenrade,[250000],kosten_koper,resale,from_1960_to_1970,['in_residential_district'],[],E,[],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-03-04T00:00:02.6900000,52.03755187988281,5.093940258026123,[49],[0],['garden'],[],2.0,1.0,Nieuwegein,Jutphaas,Jutphaas Wijkersloot,Linker gebouw Begane grond,[334000],vrij_op_naam,newly_built,after_2020,['in_residential_district'],[],A+++,['renewable_energy'],['single_storey'],,,,,,/detail/koop/nieuwegein/appartement-linker-gebouw-begane-grond-0-ong/43406527/,['buy'],apartment,Utrecht
False,with_external_access,2024-01-12T20:45:02.8970000,52.03764724731445,4.317905426025391,[61],[0],['balcony'],[],3.0,2.0,Rijswijk,Artiestenbuurt,Wijk 06,Willem Royaardsstraat,[265000],kosten_koper,resale,from_1960_to_1970,[],[],C,['central_heating_boiler'],"['lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-10-11T00:00:02.3830000,52.02972412109375,5.097772598266602,[196],[0],"['garden', 'terrace']",[],5.0,3.0,Nieuwegein,Rijnhuizen,Rijnhuizen,Touwslagerijbaan,[880000],vrij_op_naam,newly_built,after_2020,"['on_quiet_road', 'on_navigable_waterway', 'by_water', 'in_residential_district', 'open_position', 'unobstructed_view']",[],A+++,['renewable_energy'],[],single_family,corner,,,,,['buy'],house,Utrecht
False,,2024-09-17T17:15:02.5530000,51.91667556762695,4.996530055999756,[187],[426],['garden'],[],5.0,3.0,Vijfheerenlanden,De Weide,Meerkerk,Vrijstaand,[825000],vrij_op_naam,newly_built,after_2020,"['in_residential_district', 'rural']",[],A+++,"['bathtub', 'renewable_energy']",[],single_family,detached,,,,/detail/koop/meerkerk/huis-vrijstaand-0-ong/43638204/,['buy'],house,Utrecht
False,,2024-10-09T17:30:02.8370000,51.94652938842773,4.38327169418335,[115],[116],['garden'],['west'],5.0,4.0,Schiedam,Sveaborg en Sveadal,Wijk 10 Spaland en Sveaparken,Raoul Wallenbergborg,[489000],kosten_koper,resale,from_2001_to_2010,['in_residential_district'],[],unknown,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,49.0,,,,['buy'],house,Zuid-Holland
False,,2024-09-12T16:52:53.6670000,52.02250671386719,4.866498947143555,[156],[114],['garden'],[],7.0,5.0,Oudewater,Kern Oudewater,Oudewater,De Scheg,[720000],vrij_op_naam,newly_built,after_2020,['by_water'],[],unknown,"['bathtub', 'renewable_energy']",[],town_house,terraced,,,,/detail/koop/oudewater/huis-de-scheg-0-ong/43623710/,['buy'],house,Utrecht
False,,2024-05-18T00:00:02.5800000,51.9487190246582,4.457339286804199,[213],[0],['garden'],['west'],7.0,4.0,Rotterdam,Zestienhoven,Overschie,De Hofrij,[984500],vrij_op_naam,newly_built,after_2020,"['on_quiet_road', 'in_residential_district']","['underground', 'parking_space', 'all_garages']",unknown,"['bathtub', 'renewable_energy']",[],single_family,detached,54.0,,,/detail/koop/rotterdam/huis-de-hofrij-0-ong/43593041/,['buy'],house,Zuid-Holland
False,,2024-05-18T00:00:02.5800000,51.9487190246582,4.457339286804199,[160],[0],['garden'],['east'],5.0,3.0,Rotterdam,Zestienhoven,Overschie,De Hofrij,[854500],vrij_op_naam,newly_built,after_2020,"['on_quiet_road', 'in_residential_district']","['underground', 'parking_space', 'all_garages']",unknown,"['bathtub', 'renewable_energy']",[],single_family,link_detached,54.0,,,/detail/koop/rotterdam/huis-de-hofrij-0-ong/43593022/,['buy'],house,Zuid-Holland
False,penthouse,2024-08-31T18:15:02.2700000,52.0512580871582,4.727131366729736,[293],[0],[],[],5.0,2.0,Bodegraven-Reeuwijk,Oude Tol,Reeuwijk-Brug,Penthouse met boothuis,[1595000],vrij_op_naam,newly_built,after_2020,['on_navigable_waterway'],[],A++++,['renewable_energy'],['lift'],,,,,,/detail/koop/reeuwijk/appartement-penthouse-met-boothuis-0-ong/43617627/,['buy'],apartment,Zuid-Holland
False,upper_floor,2024-09-13T21:36:09.2500000,51.914825439453125,4.311262607574463,[91],[0],['garden'],['south'],4.0,3.0,Vlaardingen,Lage Weide,Westwijk,Boerhaavestraat,[272000],kosten_koper,resale,from_1945_to_1959,[],[],G,['central_heating_boiler'],['single_storey'],,,54.0,,,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-04-18T18:30:03.1630000,51.98748016357422,4.481784820556641,[66],[0],[],[],3.0,2.0,Lansingerland,Wilderszijde,Wijk 14 Wilderszijde,Appartement - Type B,[357500],vrij_op_naam,newly_built,after_2020,"['overlooking_park', 'in_residential_district', 'unobstructed_view']",[],A++++,['renewable_energy'],"['lift', 'single_storey']",,,,,,/detail/koop/bergschenhoek/appartement-appartement-type-b-0-ong/43559874/,['buy'],apartment,Zuid-Holland
