blikvanger.enabled,object_type_specifications.appartment.type,publish_date,location.lat,location.lon,floor_area,plot_area,exterior_space.type,exterior_space.garden_orientation,number_of_rooms,number_of_bedrooms,address.municipality,address.neighbourhood,address.wijk,address.street_name,price.selling_price,price.selling_price_condition,construction_type,construction_period,surrounding,garage.type,energy_label,amenities,accessibility,object_type_specifications.house.type,object_type_specifications.house.orientation,exterior_space.garden_size,garage.total_capacity,blikvanger.text,project.url,offering_type,object_type,address.province
False,with_external_access,2024-11-14T09:50:35.2200000,52.035892486572266,4.318783283233643,[77],[0],['balcony'],[],4.0,3.0,Rijswijk,Artiestenbuurt,Wijk 06,Buziaulaan,[310000],kosten_koper,resale,from_1960_to_1970,"['on_quiet_road', 'in_center', 'in_residential_district']",[],D,[],"['lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-14T09:39:55.1700000,51.93707656860352,4.564404010772705,[128],[155],['garden'],"['north', 'west']",5.0,4.0,Capelle aan den IJssel,Molenbuurt,Schenkel,Beltmolen,[580000],kosten_koper,resale,from_1981_to_1990,"['on_quiet_road', 'by_water', 'sheltered_position', 'in_residential_district']","['carport', 'all_garages']",A,"['central_heating_boiler', 'renewable_energy']",[],single_family,terraced,46.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-14T00:00:02.3430000,52.013275146484375,5.096314430236816,[168],[420],['garden'],[],6.0,4.0,Nieuwegein,Graven en Gravinnen,Fokkesteeg,Gravin Adelheidlaan,[950000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'in_residential_district']","['lean_to', 'built_in', 'all_garages']",A,"['bathtub', 'renewable_energy']",['accessible_for_the_elderly'],bungalow,detached,,1.0,,,['buy'],house,Utrecht
True,,2024-11-13T20:30:01.7370000,52.01440048217773,5.09401798248291,[107],[107],['garden'],['west'],4.0,3.0,Nieuwegein,Graven en Gravinnen,Fokkesteeg,Graaf Woldemarlaan,[425000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'by_water', 'sheltered_position', 'in_residential_district']",[],A,"['bathtub', 'renewable_energy']",[],single_family,terraced,44.0,,"Eengezinswoning, royale woon-/eetkamer, open keuken en 3 slaapkamers",,['buy'],house,Utrecht
False,,2024-11-13T20:15:01.8030000,51.9005012512207,4.680570125579834,[133],[127],['garden'],[],5.0,4.0,Krimpenerwaard,Lekkerkerk-Oost,Wijk 00 Lekkerkerk,Berlagestraat,[410000],kosten_koper,resale,from_1971_to_1980,['in_residential_district'],[],C,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,,,,,['buy'],house,Zuid-Holland
False,flat_with_porch,2024-11-14T00:00:02.3430000,52.03664016723633,4.304081439971924,[161],[0],['balcony'],[],8.0,7.0,Rijswijk,Ministerbuurt,Wijk 08,Generaal Spoorlaan,[525000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'by_water', 'in_residential_district', 'unobstructed_view']",[],A,[],['lift'],,,,,,,['buy'],apartment,Zuid-Holland
True,flat_with_porch,2024-11-13T17:27:45.6270000,51.88386917114258,4.600857257843018,[76],[0],['balcony'],[],3.0,2.0,Ridderkerk,Slikkerveer,Slikkerveer,Van Anrooystraat,[265000],kosten_koper,resale,from_1960_to_1970,['in_residential_district'],[],G,[],['single_storey'],,,,,Hoek appartement op de 2e woonlaag met zijraam en superleuk uitzicht!,,['buy'],apartment,Zuid-Holland
True,,2024-11-14T00:00:02.3430000,51.92105484008789,4.354994297027588,[106],[191],"['garden', 'balcony']",['south'],5.0,4.0,Vlaardingen,Babberspolder Noord,Vlaardinger Ambacht,Sportlaan,[419000],kosten_koper,resale,from_1945_to_1959,"['on_quiet_road', 'in_residential_district', 'open_position', 'unobstructed_view']",[],B,"['central_heating_boiler', 'renewable_energy']",[],single_family,terraced,107.0,,Charmante jaren 50 eengezinswoning met een diepe zonnige achtertuin,,['buy'],house,Zuid-Holland
True,with_external_access,2024-11-13T16:53:57.9470000,51.96350860595703,4.540921211242676,[103],[0],['terrace'],['south'],4.0,3.0,Rotterdam,Ommoord,Prins Alexander,Söderblomplaats,[325000],kosten_koper,resale,from_1971_to_1980,"['in_residential_district', 'unobstructed_view']",[],A,['bathtub'],"['accessible_for_the_elderly', 'lift', 'single_storey']",,,5.0,,Keurig onderhouden en zeer licht 4- (voorheen 5-) kamer appartement ,,['buy'],apartment,Zuid-Holland
True,,2024-11-13T19:30:02.5130000,51.91930770874024,4.5818610191345215,[61],[55],['garden'],"['south', 'east']",4.0,2.0,Krimpen aan den IJssel,Kortland-Noord,Wijk 00 Krimpen aan den IJssel,IJsseldijk,[265000],kosten_koper,resale,from_1931_to_1944,"['on_busy_road', 'on_navigable_waterway', 'unobstructed_view']",[],C,['central_heating_boiler'],[],single_family,double,11.0,,Ideaal voor starters! Dijkwoning met uitzicht over Hollandse IJssel!,,['buy'],house,Zuid-Holland
False,with_external_access,2024-11-14T00:00:02.3430000,52.021141052246094,4.701372623443604,[84],[0],['balcony'],[],4.0,3.0,Gouda,Boerhaavekwartier,Bloemendaal,Bleulandweg,[310000],kosten_koper,resale,from_1960_to_1970,"['in_residential_district', 'unobstructed_view']",[],B,['swimming_pool'],"['lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
False,ground_floor,2024-11-13T15:28:35.8600000,51.90375900268555,4.339157581329346,[54],[0],['garden'],"['south', 'east']",2.0,1.0,Vlaardingen,Vettenoordse Polder Oost,Centrum,Verheijstraat,[224900],kosten_koper,resale,from_1931_to_1944,[],[],D,['central_heating_boiler'],"['ground_floor', 'single_storey']",,,34.0,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-13T18:00:01.6500000,52.02433395385742,5.581648826599121,[126],[118],['garden'],['east'],5.0,4.0,Veenendaal,Buurtstede,Noordoost,Methorstheem,[525000],kosten_koper,resale,from_2011_to_2020,"['on_quiet_road', 'in_residential_district']",[],A,['renewable_energy'],[],single_family,corner,50.0,,,,['buy'],house,Utrecht
True,,2024-11-13T14:42:53.9870000,51.914058685302734,4.337177276611328,[117],[72],['balcony'],[],5.0,3.0,Vlaardingen,Centrum,Centrum,Dr. H. Bavinckplaats,[425000],kosten_koper,resale,from_1981_to_1990,"['on_busy_road', 'in_center', 'in_residential_district', 'unobstructed_view']","['parking_space', 'all_garages']",B,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,,,Heerlijk ruim en goed onderhouden woning met terras en eigen pp,,['buy'],house,Zuid-Holland
True,with_external_access,2024-11-13T14:01:36.0430000,51.92499542236328,4.234355926513672,[49],[0],"['balcony', 'terrace']",[],2.0,1.0,Maassluis,Het Balkon,Wijk 04 Kapelpolder,Jacob van Heemskercklaan,[285000],kosten_koper,resale,after_2020,"['overlooking_park', 'by_water', 'in_residential_district']",[],A+++,['renewable_energy'],"['accessible_for_the_disabled', 'accessible_for_the_elderly', 'lift', 'single_storey']",,,,,Modern en duurzaam wonen aan het water! Ontdek - Ceres,,['buy'],apartment,Zuid-Holland
True,flat_with_porch,2024-11-13T17:15:01.4470000,51.9089241027832,4.456821918487549,[114],[0],[],[],4.0,3.0,Rotterdam,Nieuwe Westen,Delfshaven,Coolhaven,[500000],kosten_koper,resale,from_2001_to_2010,"['by_water', 'in_center', 'unobstructed_view']",[],B,['central_heating_boiler'],"['accessible_for_the_disabled', 'accessible_for_the_elderly', 'lift', 'single_storey']",,,,,Luxe en strak 4-kamerappartement van 114m2 op de 11e verdieping!,,['buy'],apartment,Zuid-Holland
False,,2024-11-13T17:15:01.4470000,52.01641845703125,4.713592052459717,[109],[207],"['garden', 'balcony']","['south', 'west']",5.0,4.0,Gouda,Kadenbuurt,Kort Haarlem,Jan Luykenstraat,[550000],kosten_koper,resale,from_1931_to_1944,"['on_quiet_road', 'in_residential_district']","['detached', 'all_garages']",D,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,corner,85.0,3.0,,,['buy'],house,Zuid-Holland
True,flat_with_porch,2024-11-13T17:00:03.4000000,51.871395111083984,4.486546516418457,[60],[0],['balcony'],[],3.0,2.0,Rotterdam,Zuidwijk,Charlois,Schoonegge,[229000],kosten_koper,resale,from_1960_to_1970,"['on_quiet_road', 'in_residential_district']",[],E,['central_heating_boiler'],['single_storey'],,,,,Appartement met weids uitzicht en voorzien van twee balkons!,,['buy'],apartment,Zuid-Holland
True,ground_floor,2024-11-14T00:00:02.3430000,51.91691589355469,4.392406940460205,[100],[0],['garden'],"['south', 'west']",3.0,2.0,Schiedam,Fabribuurt,Wijk 03 West,Nieuwe Haven,[350000],kosten_koper,resale,from_1906_to_1930,"['by_water', 'in_residential_district']",[],D,"['bathtub', 'central_heating_boiler']",['accessible_for_the_elderly'],,,27.0,,Fantastische benedenwoning (100m2) met tuin op het zuidwesten,,['buy'],apartment,Zuid-Holland
False,,2024-11-14T00:00:02.3430000,51.93948745727539,4.433749675750732,[159],[157],"['garden', 'balcony']","['north', 'east']",5.0,3.0,Rotterdam,Overschie,Overschie,Molensingel,[550000],kosten_koper,resale,from_1945_to_1959,"['at_edge_of_woods', 'on_quiet_road', 'in_green_area', 'in_residential_district']","['detached', 'all_garages']",C,"['bathtub', 'central_heating_boiler']",[],single_family,corner,69.0,1.0,,,['buy'],house,Zuid-Holland
False,,2024-11-14T00:00:02.3430000,52.01311492919922,5.186760425567627,[119],[143],['garden'],[],5.0,4.0,Houten,Grassen,Houten Zuid-Oost,Kamgras,[595000],kosten_koper,resale,from_2001_to_2010,"['on_quiet_road', 'in_residential_district']",[],A+,"['bathtub', 'renewable_energy']",[],single_family,terraced,,,,,['buy'],house,Utrecht
False,,2024-11-14T00:00:02.3430000,52.02928161621094,4.695353031158447,[166],[390],"['garden', 'balcony']",['north'],7.0,5.0,Gouda,Gaardenbuurt,Bloemendaal,Kamillegaarde,[800000],kosten_koper,resale,from_1991_to_2000,"['by_water', 'in_residential_district']","['built_in', 'all_garages']",B,"['bathtub', 'central_heating_boiler']",[],town_house,semi_detached,144.0,1.0,,,['buy'],house,Zuid-Holland
True,,2024-11-13T16:15:01.7730000,51.90587615966797,4.407705307006836,[77],[55],['garden'],[],4.0,3.0,Schiedam,Noletbuurt,Wijk 04 Zuid,Groenelaan,[265000],kosten_koper,resale,from_1906_to_1930,"['on_quiet_road', 'in_residential_district']",[],D,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,,,Goed onderhouden tussenwoning met 3 slaapkamers en tuintje!,,['buy'],house,Zuid-Holland
False,,2024-11-13T14:04:01.5100000,52.010929107666016,4.697125911712647,[87],[109],"['garden', 'balcony', 'terrace']","['south', 'west']",5.0,4.0,Gouda,De Korte Akkeren Oud,De Korte Akkeren,Onder de Boompjes,[315000],kosten_koper,resale,from_1931_to_1944,['in_residential_district'],[],F,[],[],single_family,terraced,34.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-14T00:00:02.3430000,51.93257522583008,4.560855388641357,[98],[107],['garden'],['south'],4.0,3.0,Rotterdam,Prinsenland,Prins Alexander,Mahatma Gandhistraat,[419000],kosten_koper,resale,from_1991_to_2000,"['on_quiet_road', 'in_residential_district']",[],A,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,terraced,45.0,,,,['buy'],house,Zuid-Holland
False,flat_with_porch,2024-11-14T00:00:02.3430000,51.87012481689453,4.488128662109375,[72],[0],['balcony'],[],3.0,2.0,Rotterdam,Zuidwijk,Charlois,Blankershoek,[250000],kosten_koper,resale,from_1960_to_1970,"['on_quiet_road', 'in_residential_district']",[],B,['central_heating_boiler'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-14T00:00:02.3430000,52.03948211669922,4.6372833251953125,[117],[131],['garden'],"['south', 'east']",5.0,4.0,Waddinxveen,Zuidplas 80,Wijk 02,Zuidplaslaan,[435000],kosten_koper,resale,from_1981_to_1990,"['sheltered_position', 'in_residential_district', 'unobstructed_view']",[],C,['central_heating_boiler'],[],single_family,terraced,53.0,,,,['buy'],house,Zuid-Holland
True,with_external_access,2024-11-13T11:54:39.4870000,51.87067031860352,4.599243640899658,[83],[0],['balcony'],[],3.0,2.0,Ridderkerk,Centrum,Centrum,Jan Steenstraat,[375000],kosten_koper,resale,from_2001_to_2010,['in_center'],"['underground', 'parking_space', 'all_garages']",A,['central_heating_boiler'],"['lift', 'single_storey']",,,,,3-kamer appartement met parkeerplaats in hartje centrum Ridderkerk,,['buy'],apartment,Zuid-Holland
False,,2024-11-14T00:00:02.3430000,52.02307891845703,5.1915693283081055,[105],[133],['garden'],['south'],4.0,3.0,Houten,Meren,Houten Zuid-Oost,Toendrameer,[509000],kosten_koper,resale,from_1991_to_2000,"['on_quiet_road', 'by_water', 'in_residential_district', 'unobstructed_view']",[],A,['central_heating_boiler'],[],single_family,terraced,69.0,,,,['buy'],house,Utrecht
True,ground_floor,2024-11-14T00:00:02.3430000,51.91476440429688,4.359594821929932,[55],[0],['garden'],['west'],3.0,2.0,Vlaardingen,Babberspolder West,Vlaardinger Ambacht,Pompenburgsingel,[288000],kosten_koper,resale,from_1945_to_1959,"['on_quiet_road', 'in_residential_district']",[],A+++,['renewable_energy'],"['ground_floor', 'single_storey']",,,83.0,,Unieke energiezuinige 3-kamerwoning op begane grond met tuin rondom.,,['buy'],apartment,Zuid-Holland
True,,2024-11-13T14:45:02.7130000,51.936405181884766,4.483926296234131,[129],[97],['garden'],['south'],5.0,4.0,Rotterdam,Oude Noorden,Noord,Raephorststraat,[669000],kosten_koper,resale,from_2011_to_2020,"['on_quiet_road', 'in_residential_district']",[],A,"['bathtub', 'renewable_energy']",[],single_family,terraced,36.0,,Hoogwaardig afgewerkt herenhuis met zonnige achtertuin (w),,['buy'],house,Zuid-Holland
False,,2024-11-14T00:00:02.3430000,51.8365478515625,4.350196361541748,[111],[200],['garden'],"['south', 'east']",4.0,3.0,Nissewaard,Baarsveen,Waterland,Baarsveen,[375000],kosten_koper,resale,from_1971_to_1980,"['overlooking_park', 'on_quiet_road', 'in_residential_district', 'open_position', 'unobstructed_view']",[],A,"['central_heating_boiler', 'renewable_energy']",[],single_family,corner,80.0,,,,['buy'],house,Zuid-Holland
True,ground_floor,2024-11-13T12:25:29.5000000,51.90413284301758,4.341150283813477,[53],[0],['garden'],['south'],2.0,1.0,Vlaardingen,Vettenoordse Polder Oost,Centrum,Verheijstraat,[225000],kosten_koper,resale,from_1931_to_1944,['in_residential_district'],[],D,['central_heating_boiler'],"['ground_floor', 'single_storey']",,,44.0,,Wonen aan de rand van de stad in dit sfeervolle 2 kamer appartement!,,['buy'],apartment,Zuid-Holland
False,,2024-11-13T11:11:43.3400000,51.83576583862305,4.996586322784424,[149],[375],"['garden', 'balcony']",[],5.0,4.0,Gorinchem,Laag Dalem I,Wijk 11 laag Dalem,Top Naeffstraat,[750000],kosten_koper,resale,from_1991_to_2000,['in_residential_district'],"['lean_to', 'all_garages']",B,"['bathtub', 'central_heating_boiler']",[],single_family,detached,,1.0,,,['buy'],house,Zuid-Holland
True,,2024-11-13T14:30:02.9070000,51.81549835205078,4.946707248687744,[131],[285],"['garden', 'balcony']",['east'],5.0,4.0,Altena,Sleeuwijk west,Sleeuwijk,Lindenhof,[415000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'in_residential_district']",[],A,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,corner,116.0,,Ruime hoekwoning met charme én moderne updates!,,['buy'],house,Noord-Brabant
False,,2024-11-13T14:15:02.5300000,52.01475143432617,4.353366374969482,[194],[99],"['garden', 'terrace']",[],8.0,6.0,Delft,Centrum-West,Wijk 11 Binnenstad,Oude Delft,[939000],kosten_koper,resale,before_1906,"['by_water', 'in_center']",[],C,"['bathtub', 'central_heating_boiler']",[],canal_side,terraced,40.0,,,,['buy'],house,Zuid-Holland
False,with_external_access,2024-11-13T11:18:26.1800000,51.92794799804688,4.578212738037109,[83],[0],['balcony'],[],4.0,3.0,Capelle aan den IJssel,Dichtersbuurt,Middelwatering West,Louis Couperusplaats,[300000],kosten_koper,resale,from_1960_to_1970,['in_residential_district'],[],C,[],"['lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
True,house_with_porch,2024-11-14T00:00:02.3430000,51.928993225097656,4.462525367736816,[85],[0],['balcony'],[],4.0,2.0,Rotterdam,Blijdorp,Noord,Statensingel,[475000],kosten_koper,resale,from_1931_to_1944,"['overlooking_park', 'on_quiet_road', 'by_water', 'in_residential_district', 'unobstructed_view']",[],E,['central_heating_boiler'],[],,,,,"Populaire locatie, uitzicht over de singel, royale kelderruimte.",,['buy'],apartment,Zuid-Holland
False,,2024-11-13T09:59:20.7930000,51.82838821411133,4.4044694900512695,[111],[157],['garden'],['west'],5.0,4.0,Hoeksche Waard,Oud-Beijerland Spuioeverwijk,Oud-Beijerland,Van Leeuwenerf,[359500],kosten_koper,resale,from_1981_to_1990,"['on_quiet_road', 'in_residential_district']",[],C,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,link_detached,43.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-13T12:17:02.7070000,51.82818984985352,4.710618495941162,[120],[143],['garden'],['north'],5.0,4.0,Papendrecht,De Kooy,De Kooy-Oosteind,Albert Schweitzerstraat,[375000],kosten_koper,resale,from_1960_to_1970,['in_residential_district'],[],B,"['central_heating_boiler', 'renewable_energy']",[],single_family,end_of_terrace,59.0,,,,['buy'],house,Zuid-Holland
False,ground_floor,2024-11-13T13:00:04.4600000,51.85216522216797,4.642153739929199,[63],[0],['garden'],"['north', 'west']",3.0,2.0,Hendrik-Ido-Ambacht,Oostendam,Wijk 01 Centrum,Thorbeckestraat,[275000],kosten_koper,resale,from_1945_to_1959,['in_residential_district'],[],C,['central_heating_boiler'],"['ground_floor', 'single_storey']",,,194.0,,,,['buy'],apartment,Zuid-Holland
False,maisonnette,2024-11-12T17:30:21.5170000,51.84061050415039,4.968616008758545,[40],[0],[],[],2.0,1.0,Gorinchem,Haarwijk West,Wijk 04 haarwijk,Koningin Wilhelminalaan,[225000],kosten_koper,resale,from_1945_to_1959,['in_residential_district'],[],B,[],['lift'],,,,,,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-11-14T00:00:02.3430000,52.038082122802734,5.088068008422852,[83],[0],['balcony'],[],3.0,2.0,Nieuwegein,Jutphaas,Jutphaas Wijkersloot,Nedereindseweg,[325000],kosten_koper,resale,from_1960_to_1970,"['overlooking_park', 'in_residential_district']",[],D,"['bathtub', 'central_heating_boiler']",['single_storey'],,,,,,,['buy'],apartment,Utrecht
False,,2024-11-12T20:30:03.1170000,51.90674209594727,4.405335426330566,[63],[52],['terrace'],[],3.0,2.0,Schiedam,Noletbuurt,Wijk 04 Zuid,Ploegstraat,[219500],kosten_koper,resale,before_1906,['in_residential_district'],[],E,['central_heating_boiler'],[],single_family,terraced,,,,,['buy'],house,Zuid-Holland
False,house_with_porch,2024-11-12T16:47:27.1630000,51.91544342041016,4.441122531890869,[147],[0],[],[],6.0,5.0,Rotterdam,Tussendijken,Delfshaven,Mathenesserweg,[325000],kosten_koper,resale,from_1906_to_1930,['in_residential_district'],[],F,['central_heating_boiler'],[],,,,,,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-11-12T17:20:00,51.92548370361328,4.500307559967041,[68],[0],['balcony'],[],4.0,3.0,Rotterdam,Kralingen West,Kralingen-Crooswijk,Vredenoordlaan,[365000],kosten_koper,resale,from_1945_to_1959,"['overlooking_park', 'on_quiet_road', 'in_residential_district']",[],A,"['central_heating_boiler', 'renewable_energy']",['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-11-12T16:42:38.2400000,51.8790283203125,4.526121139526367,[70],[0],['balcony'],[],3.0,2.0,Rotterdam,Lombardijen,IJsselmonde,Plotinusstraat,[245000],kosten_koper,resale,from_1960_to_1970,"['on_quiet_road', 'in_residential_district']",[],E,['central_heating_boiler'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-13T00:00:02.1700000,52.02198791503906,5.178313732147217,[157],[201],['garden'],"['south', 'east']",6.0,5.0,Houten,Sporen,Houten Zuid-Oost,Centraalspoor,[800000],kosten_koper,resale,from_2001_to_2010,"['in_residential_district', 'unobstructed_view']","['carport', 'parking_space', 'all_garages']",A+,"['bathtub', 'renewable_energy']",[],single_family,double,88.0,,,,['buy'],house,Utrecht
False,with_external_access,2024-11-13T00:00:02.1700000,51.92229461669922,4.384864807128906,[101],[0],['balcony'],[],5.0,4.0,Schiedam,Staatsliedenbuurt,Wijk 06 Nieuwland,Nieuwe Damlaan,[300000],kosten_koper,resale,from_1971_to_1980,[],[],D,[],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-11-12T19:30:06.8700000,51.95209503173828,4.584388256072998,[72],[0],['balcony'],[],2.0,1.0,Capelle aan den IJssel,Kunstenaarsbuurt,Schollevaar Zuid,Henry Moorepassage,[285000],kosten_koper,resale,from_1981_to_1990,"['overlooking_park', 'by_water', 'in_residential_district', 'unobstructed_view']",[],A,[],"['accessible_for_the_elderly', 'lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-12T19:30:06.8700000,52.01231384277344,4.712921619415283,[51],[45],['garden'],"['south', 'east']",3.0,2.0,Gouda,Nieuwe Markt e.o.,Binnenstad,Cappenersteeg,[275000],kosten_koper,resale,before_1906,"['on_quiet_road', 'in_center']",[],F,['central_heating_boiler'],[],single_family,terraced,11.0,,,,['buy'],house,Zuid-Holland
False,flat_with_porch,2024-11-13T00:00:02.1700000,52.03603363037109,5.170563697814941,[52],[0],[],[],2.0,1.0,Houten,Centrum Oost,Houten Noord-Oost,Schonenburgseind,[300000],kosten_koper,resale,from_2001_to_2010,"['in_center', 'in_residential_district']",[],A,['central_heating_boiler'],['single_storey'],,,,,,,['buy'],apartment,Utrecht
False,upper_floor,2024-11-13T00:00:02.1700000,51.89155960083008,4.4763712882995605,[59],[0],['balcony'],[],3.0,1.0,Rotterdam,Carnisse,Charlois,Van Oestendestraat,[245000],kosten_koper,resale,from_1945_to_1959,"['on_quiet_road', 'in_residential_district']",[],F,['central_heating_boiler'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
True,double_ground_floor,2024-11-12T19:00:02.3900000,51.93270111083984,4.503552913665772,[123],[0],"['garden', 'balcony']","['south', 'east']",4.0,3.0,Rotterdam,Kralingen West,Kralingen-Crooswijk,Hebronstraat,[625000],kosten_koper,resale,from_1931_to_1944,"['on_quiet_road', 'in_residential_district']",[],unknown,"['bathtub', 'central_heating_boiler']",[],,,71.0,,Prachtige monumentale 4-kamer benedenwoning met diepe achtertuin!,,['buy'],apartment,Zuid-Holland
False,,2024-11-12T16:15:36.6030000,51.8346061706543,4.706458568572998,[119],[220],['garden'],['south'],5.0,4.0,Papendrecht,Oostdonk,Wilgendonk,Amandelhof,[525000],kosten_koper,resale,from_1981_to_1990,['in_residential_district'],"['lean_to', 'carport', 'all_garages']",A,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,double,87.0,1.0,,,['buy'],house,Zuid-Holland
False,,2024-11-13T00:00:02.1700000,51.91844177246094,4.5506672859191895,[120],[128],['garden'],['east'],4.0,3.0,Capelle aan den IJssel,Fascinatio-oost,Rivium,Grateastraat,[525000],kosten_koper,resale,from_2001_to_2010,"['on_quiet_road', 'in_residential_district']",[],A,['bathtub'],[],single_family,terraced,50.0,,,,['buy'],house,Zuid-Holland
False,flat_with_porch,2024-11-13T00:00:02.1700000,51.91942596435547,4.48374605178833,[106],[0],[],[],3.0,2.0,Rotterdam,Stadsdriehoek,Rotterdam Centrum,Vissersdijk,[575000],kosten_koper,resale,from_2001_to_2010,"['on_quiet_road', 'in_center', 'in_residential_district', 'unobstructed_view']","['garage_possible', 'all_garages']",A+,['bathtub'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-13T00:00:02.1700000,52.017486572265625,4.722970485687256,[104],[360],['garden'],['east'],4.0,3.0,Gouda,Achterwillenseweg,Noord,Zwarteweg,[450000],kosten_koper,resale,from_1906_to_1930,['in_residential_district'],[],F,"['bathtub', 'central_heating_boiler']",[],single_family,corner,238.0,,,,['buy'],house,Zuid-Holland
False,flat_with_porch,2024-11-12T18:00:02.5200000,51.93769454956055,4.3652663230896,[94],[0],['balcony'],[],4.0,3.0,Schiedam,Toneelspelersbuurt,Wijk 09 Woudhoek,De la Marplein,[315000],kosten_koper,resale,from_1971_to_1980,"['in_residential_district', 'unobstructed_view']",[],C,['central_heating_boiler'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,penthouse,2024-11-13T00:00:02.1700000,51.94529342651367,4.575979709625244,[172],[0],['terrace'],"['south', 'west']",5.0,3.0,Capelle aan den IJssel,Ervenbuurt,Schollevaar Zuid,Sterrekinderen erf,[725000],kosten_koper,resale,from_1981_to_1990,"['overlooking_park', 'on_quiet_road', 'by_water', 'in_green_area', 'in_residential_district', 'unobstructed_view']","['built_in', 'all_garages']",A,['fireplace'],"['lift', 'single_storey']",,,73.0,1.0,,,['buy'],apartment,Zuid-Holland
True,,2024-11-12T17:00:03.3570000,51.9362678527832,4.237618923187256,[220],[582],['garden'],[],4.0,3.0,Maassluis,Wilgenrijk,Wijk 08 Wilgenrijk,Kreek,[1595000],kosten_koper,resale,after_2020,"['on_quiet_road', 'in_residential_district']",[],A+++,"['bathtub', 'renewable_energy']",[],villa,detached,,,Luxe droomvilla op uitstekende locatie in het Wilgenrijk!,,['buy'],house,Zuid-Holland
True,,2024-11-13T00:00:02.1700000,51.922733306884766,4.260690689086914,[110],[133],['garden'],['south'],5.0,4.0,Maassluis,Sluispolder West,Sluispolder,Mgr. W.M. Bekkerslaan,[425000],kosten_koper,resale,from_1960_to_1970,"['in_center', 'in_residential_district']",[],C,"['central_heating_boiler', 'renewable_energy']",[],single_family,terraced,60.0,,Goed onderhouden 5-kamer gezinswoning met zonnige tuin en dakkapel!,,['buy'],house,Zuid-Holland
True,penthouse,2024-11-12T17:00:03.3570000,51.90965270996094,4.463583469390869,[119],[0],['terrace'],"['south', 'west']",4.0,2.0,Rotterdam,Dijkzigt,Rotterdam Centrum,Abraham Tuschinskistraat,[1095000],kosten_koper,resale,after_2020,"['overlooking_park', 'on_quiet_road', 'on_navigable_waterway', 'in_center', 'unobstructed_view']","['underground', 'parking_space', 'all_garages']",A,['bathtub'],"['accessible_for_the_disabled', 'accessible_for_the_elderly', 'lift']",,,21.0,,Unieke kans: prachtig penthouse in Little C!,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-11-12T17:00:03.3570000,51.92897033691406,4.614825248718262,[181],[0],['balcony'],[],3.0,2.0,Capelle aan den IJssel,Paradijssel,Oostgaarde Zuid,Bakboord,[795000],kosten_koper,resale,from_2001_to_2010,"['by_water', 'in_residential_district', 'unobstructed_view']",[],A,"['bathtub', 'central_heating_boiler']","['accessible_for_the_disabled', 'accessible_for_the_elderly', 'lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-12T14:59:36.0400000,52.00656509399414,4.703973293304443,[88],[91],['garden'],['south'],4.0,3.0,Gouda,De Korte Akkeren Oud,De Korte Akkeren,Mosstraat,[320000],kosten_koper,resale,from_1906_to_1930,['in_residential_district'],[],F,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,33.0,,,,['buy'],house,Zuid-Holland
True,ground_floor,2024-11-12T16:45:03.6500000,51.90887451171875,4.342885494232178,[41],[0],[],[],2.0,1.0,Vlaardingen,Centrum,Centrum,Hoogstraat,[230000],kosten_koper,resale,before_1906,"['in_center', 'in_residential_district']",[],A,[],"['ground_floor', 'single_storey']",,,,,"Een echt ""snoepie""van een turn-key benedenwoning, instapklaar!",,['buy'],apartment,Zuid-Holland
